"","date","year","month","area","allAveragePrice","numofsales","detachedAveragePrice","detachedNumberofSales","semidetachedAveragePrice","semidetachedNumberofSales","attachedAveragePrice","attachedNumberofSales","condotownhouseAveragePrice","condotownhouseNumberofSales","condoapartmentAveragePrice","condoapartmentNumberofSales"
"272","01-2015",15,"01","Toronto C08",471047,88,"1015000","2","743125","2","573850","4","436034","76","758967","3"
"273","01-2015",15,"01","Toronto C09",1549850,24,"2822400","10","-","-","-","-","623673","11","1000000","1"
"274","01-2015",15,"01","Toronto C10",689788,29,"1214780","5","952141","4","472000","1","490494","17","960000","1"
"275","01-2015",15,"01","Toronto C11",521233,15,"1452333","3","-","-","427333","3","242167","9","-","-"
"276","01-2015",15,"01","Toronto C12",1522180,22,"1773442","16","-","-","937725","4","681000","2","-","-"
"277","01-2015",15,"01","Toronto C13",543604,37,"1024000","11","560000","4","295000","1","291168","20","491000","1"
"278","01-2015",15,"01","Toronto C14",561072,90,"1312240","15","850000","1","561967","3","378845","68","838500","3"
"279","01-2015",15,"01","Toronto C15",655408,73,"1373850","20","646333","3","445341","14","338722","36","-","-"
"280","01-2015",15,"01","Toronto Central",675100,776,"1422382","163","799551","33","506828","42","435441","508","874887","23"
"281","01-2015",15,"01","Toronto E01",658734,32,"754250","4","765440","15","420333","3","493700","7","621333","3"
"282","01-2015",15,"01","Toronto E02",716821,26,"1008500","5","703735","17","726350","1","301667","3","-","-"
"283","01-2015",15,"01","Toronto E03",626185,41,"692411","26","683741","8","-","-","292333","6","447000","1"
"284","01-2015",15,"01","Toronto E04",425198,51,"583310","22","548300","5","383667","3","179989","18","573333","3"
"285","01-2015",15,"01","Toronto E05",424856,45,"782767","9","580000","2","383100","13","252753","19","515000","1"
"286","01-2015",15,"01","Toronto E06",647763,21,"630766","17","482500","2","-","-","957500","2","-","-"
"287","01-2015",15,"01","Toronto E07",436780,36,"687282","12","568500","1","389178","5","239081","16","-","-"
"288","01-2015",15,"01","Toronto E08",503336,28,"757929","14","-","-","343000","4","188044","9","418000","1"
"289","01-2015",15,"01","Toronto E09",391290,51,"567105","19","-","-","262000","1","287703","31","-","-"
"290","01-2015",15,"01","Toronto E10",510258,37,"604002","26","390000","1","269000","3","192498","4","404750","2"
"291","01-2015",15,"01","Toronto E11",425066,33,"613167","9","450000","9","332422","4","171571","7","449500","2"
"292","01-2015",15,"01","Toronto East",504930,401,"659625","163","646501","60","373925","37","266225","122","513269","13"
"293","01-2015",15,"01","Toronto W01",461943,21,"1173950","2","810000","1","457000","1","347060","15","705000","1"
"294","01-2015",15,"01","Toronto W02",649124,26,"903813","8","690438","8","378000","1","347372","6","553667","3"
"295","01-2015",15,"01","Toronto W03",459394,35,"501463","19","581714","7","275000","1","272714","7","295000","1"
"296","01-2015",15,"01","Toronto W04",470122,32,"659449","14","516554","2","340750","2","218045","11","566167","3"
"297","01-2015",15,"01","Toronto W05",337119,56,"637429","7","489400","14","173143","7","207980","23","466333","3"
"298","01-2015",15,"01","Toronto W06",492839,65,"681586","15","901500","1","637000","2","407528","44","676000","2"
"299","01-2015",15,"01","Toronto W07",714063,8,"707083","6","-","-","-","-","-","-","735000","2"
"300","01-2015",15,"01","Toronto W08",561681,74,"968409","25","652000","1","363750","2","350260","45","-","-"
"301","01-2015",15,"01","Toronto W09",498575,20,"637500","13","-","-","-","-","240571","7","-","-"
"302","01-2015",15,"01","Toronto W10",329125,47,"546125","16","414900","1","236124","8","188905","21","460000","1"
"303","01-2015",15,"01","Toronto West",472217,384,"708020","125","578817","35","287250","24","311314","179","565031","16"
"304","01-2015",15,"01","TRREB Total",552575,4355,"716127","1996","520510","418","373226","325","358823","1201","502473","348"
"305","01-2015",15,"01","Uxbridge",462557,14,"481030","10","374500","1","420000","2","-","-","451000","1"
"306","01-2015",15,"01","Vaughan",704872,192,"927616","100","581613","16","396000","4","374075","48","568847","17"
"307","01-2015",15,"01","Whitby",440824,104,"495626","73","347375","4","281333","3","234033","9","355157","14"
"308","01-2015",15,"01","Whitchurch-Stouffville",688289,43,"782240","29","514125","4","296000","1","625000","1","491750","8"
"309","01-2015",15,"01","York Region",674468,789,"837224","432","562903","57","447712","42","352236","133","568472","104"
"310","01-2016",16,"01","Adjala-Tosorontio",644857,7,"644857","7","-","0","-","0","-","0","-","0"
"311","01-2016",16,"01","Ajax",491162,83,"562076","48","475787","7","330044","9","327880","5","408318","11"
"312","01-2016",16,"01","Aurora",816876,47,"921240","34","577500","2","564333","3","475750","2","545250","6"
"313","01-2016",16,"01","Bradford West Gwillimbury",574045,42,"614900","31","490750","4","-","0","-","0","440833","6"
"314","01-2016",16,"01","Brampton",519632,495,"606364","267","470146","113","318561","33","242806","25","444722","53"
"315","01-2016",16,"01","Brock",347063,8,"347063","8","-","0","-","0","-","0","-","0"
"316","01-2016",16,"01","Burlington",621085,84,"800963","43","479644","8","437120","15","295425","8","525480","5"
"317","01-2016",16,"01","Caledon",746797,38,"824721","29","523225","4","338000","2","-","0","571250","2"
"318","01-2016",16,"01","City of Toronto",636728,1699,"1061789","496","713972","122","455035","115","416104","897","650263","57"
"319","01-2016",16,"01","City of Toronto Total",636728,1699,"1061789","496","713972","122","455035","115","416104","897","650263","57"
"320","01-2016",16,"01","Clarington",433303,86,"488596","60","303799","3","229475","4","225625","4","340045","11"
"321","01-2016",16,"01","Dufferin County",388872,29,"421729","21","324667","3","255667","3","395000","1","285000","1"
"322","01-2016",16,"01","Durham Region",446117,508,"498753","342","351854","32","272836","44","280496","25","400618","50"
"323","01-2016",16,"01","East Gwillimbury",690570,14,"727750","12","541980","1","-","0","-","0","393000","1"
"324","01-2016",16,"01","Essa",355829,17,"365979","14","-","0","-","0","-","0","297700","2"
"325","01-2016",16,"01","Georgina",417577,55,"421516","47","407000","2","-","0","-","0","390250","6"
"326","01-2016",16,"01","Halton Hills",573516,40,"672344","26","452500","2","281833","3","280800","2","449657","7"
"327","01-2016",16,"01","Halton Region",724187,395,"913010","223","549786","32","408819","32","340417","36","558578","63"
"328","01-2016",16,"01","Innisfil",458245,22,"469070","20","-","0","-","0","-","0","350000","2"
"329","01-2016",16,"01","King",1178233,15,"1178233","15","-","0","-","0","-","0","-","0"
"330","01-2016",16,"01","Markham",806735,258,"1169683","111","676865","15","534448","21","349690","64","679816","25"
"331","01-2016",16,"01","Milton",612260,113,"725249","62","549075","12","411400","5","322200","5","477630","27"
"332","01-2016",16,"01","Mississauga",545174,514,"852888","165","549753","81","406787","86","285220","152","553627","26"
"333","01-2016",16,"01","New Tecumseth",485514,12,"527694","9","-","0","-","0","-","0","351961","2"
"334","01-2016",16,"01","Newmarket",653812,58,"749194","35","510322","9","463800","3","387750","2","548832","9"
"335","01-2016",16,"01","Oakville",897195,158,"1159929","92","626210","10","402544","9","367571","21","688308","24"
"336","01-2016",16,"01","Orangeville",388872,29,"421729","21","324667","3","255667","3","395000","1","285000","1"
"337","01-2016",16,"01","Oshawa",365494,157,"407513","110","267962","15","214706","17","198833","3","374167","6"
"338","01-2016",16,"01","Peel Region",540416,1047,"708336","461","503785","198","381588","121","279230","177","482804","81"
"339","01-2016",16,"01","Pickering",493432,66,"604280","36","432833","6","303250","8","305650","10","455483","6"
"340","01-2016",16,"01","Richmond Hill",919333,180,"1363303","86","732530","10","505100","5","335789","47","698262","29"
"341","01-2016",16,"01","Scugog",531378,18,"531378","18","-","0","-","0","-","0","-","0"
"342","01-2016",16,"01","Simcoe County",505806,100,"528768","81","490750","4","-","0","-","0","387027","12"
"343","01-2016",16,"01","Toronto C01",498092,268,"922667","3","858808","6","789333","6","467564","248","975180","5"
"344","01-2016",16,"01","Toronto C02",1066686,29,"1598000","4","1472000","1","770000","1","957950","22","1225000","1"
"345","01-2016",16,"01","Toronto C03",1280255,29,"1796689","18","578500","2","-","0","424000","7","-","0"
"346","01-2016",16,"01","Toronto C04",1495629,38,"1701263","32","-","0","-","0","388700","5","450000","1"
"347","01-2016",16,"01","Toronto C06",663571,35,"1116220","15","-","0","-","0","324085","20","-","0"
"348","01-2016",16,"01","Toronto C07",570692,65,"1261364","11","676250","2","468800","5","415467","46","-","0"
"349","01-2016",16,"01","Toronto C08",524492,73,"1404000","1","894000","2","429000","2","499463","67","773888","1"
"350","01-2016",16,"01","Toronto C09",1526715,10,"1998333","3","2212500","2","-","0","997038","4","-","0"
"351","01-2016",16,"01","Toronto C10",716644,22,"1300629","3","931290","1","508000","1","613235","17","-","0"
"352","01-2016",16,"01","Toronto C11",672452,25,"1405286","7","893700","1","500000","2","281829","14","1135000","1"
"353","01-2016",16,"01","Toronto C12",2380062,21,"2873688","16","-","0","-","0","800460","5","-","0"
"354","01-2016",16,"01","Toronto C13",795203,38,"1460469","13","652070","4","638800","1","383397","19","700000","1"
"355","01-2016",16,"01","Toronto C14",708156,111,"1790278","23","-","0","689600","3","420724","83","-","0"
"356","01-2016",16,"01","Toronto C15",664064,74,"1524667","15","758000","8","486100","11","371490","40","-","0"
"357","01-2016",16,"01","Toronto Central",731243,838,"1687247","164","891194","29","570959","32","469723","597","915979","10"
"358","01-2016",16,"01","Toronto E01",775146,35,"1092517","6","775736","14","606600","3","628238","8","717250","4"
"359","01-2016",16,"01","Toronto E02",899068,19,"1309800","5","744485","13","-","0","-","0","855000","1"
"360","01-2016",16,"01","Toronto E03",683283,41,"815883","24","750339","8","650000","1","222588","8","-","0"
"361","01-2016",16,"01","Toronto E04",470417,64,"632118","28","544000","4","352667","3","235278","23","627000","6"
"362","01-2016",16,"01","Toronto E05",484536,36,"852222","9","-","0","421850","8","305911","17","620000","1"
"363","01-2016",16,"01","Toronto E06",625849,17,"645969","15","-","0","-","0","474950","2","-","0"
"364","01-2016",16,"01","Toronto E07",470046,63,"785100","14","660560","5","478500","4","257474","31","567417","6"
"365","01-2016",16,"01","Toronto E08",579663,34,"827780","18","-","0","379000","6","198688","8","472500","2"
"366","01-2016",16,"01","Toronto E09",405780,68,"625739","25","-","0","311300","5","265678","37","563000","1"
"367","01-2016",16,"01","Toronto E10",589868,28,"708475","20","-","0","372600","4","214100","4","-","0"
"368","01-2016",16,"01","Toronto E11",432374,62,"646733","15","512286","7","343560","15","229321","14","468755","11"
"369","01-2016",16,"01","Toronto East",536733,467,"743852","179","698159","51","393692","49","275241","152","567963","32"
"370","01-2016",16,"01","Toronto W01",558400,20,"1050000","1","979000","3","1162000","1","358385","13","680000","2"
"371","01-2016",16,"01","Toronto W02",690266,32,"982810","10","802800","5","577980","5","434636","11","575500","1"
"372","01-2016",16,"01","Toronto W03",625253,30,"646588","17","598236","11","512000","1","-","0","673000","1"
"373","01-2016",16,"01","Toronto W04",570717,37,"675126","24","610250","4","355000","2","251786","7","-","0"
"374","01-2016",16,"01","Toronto W05",453284,49,"705135","15","511400","10","303117","12","215955","11","507000","1"
"375","01-2016",16,"01","Toronto W06",515981,73,"724200","20","546000","1","629873","4","399053","43","591578","5"
"376","01-2016",16,"01","Toronto W07",681300,10,"758286","7","-","0","-","0","630000","1","670000","1"
"377","01-2016",16,"01","Toronto W08",632885,75,"1061306","26","595500","1","472150","4","363714","41","825333","3"
"378","01-2016",16,"01","Toronto W09",539587,23,"734625","12","535000","2","369000","1","269500","8","-","0"
"379","01-2016",16,"01","Toronto W10",414836,45,"568452","21","471160","5","269750","4","196023","13","511000","1"
"380","01-2016",16,"01","Toronto West",554227,394,"763327","153","610807","42","434335","34","344485","148","648693","15"
"381","01-2016",16,"01","TRREB Total",631092,4672,"848999","2109","568723","452","410018","356","386165","1302","552792","375"
"382","01-2016",16,"01","Uxbridge",623162,19,"683613","14","401000","1","654000","1","269500","1","472500","2"
"383","01-2016",16,"01","Vaughan",837370,229,"1123838","118","637237","19","530888","9","403258","51","675548","27"
"384","01-2016",16,"01","Whitby",485441,71,"537204","48","-","0","277300","5","274000","2","419714","14"
"385","01-2016",16,"01","Whitchurch-Stouffville",902818,38,"1038280","27","576483","3","-","0","-","0","568010","8"
"386","01-2016",16,"01","York Region",812422,894,"1054612","485","629821","61","527105","41","364189","166","639409","111"
"387","01-2017",17,"01","Adjala-Tosorontio",676222,9,"676222","9","-","0","-","0","-","0","-","0"
"388","01-2017",17,"01","Ajax",656637,109,"719694","75","614555","10","372500","2","282900","5","546552","17"
"389","01-2017",17,"01","Aurora",1014351,53,"1434590","23","799043","7","592038","13","294000","1","797914","9"
"390","01-2017",17,"01","Bradford West Gwillimbury",708016,53,"790512","35","641576","6","430000","1","274495","2","578500","3"
"391","01-2017",17,"01","Brampton",670078,531,"785746","281","612977","105","432935","28","302059","34","579999","76"
"392","01-2017",17,"01","Brock",485300,5,"485300","5","-","0","-","0","-","0","-","0"
"393","01-2017",17,"01","Burlington",762769,123,"1022278","60","681271","7","562163","10","394238","29","633243","14"
"394","01-2017",17,"01","Caledon",829978,41,"985300","25","634000","7","-","0","438500","2","583086","7"
"395","01-2017",17,"01","City of Toronto",727928,1904,"1336640","466","902688","118","595206","135","471409","1125","835941","48"
"396","01-2017",17,"01","City of Toronto Total",727928,1904,"1336640","466","902688","118","595206","135","471409","1125","835941","48"
"397","01-2017",17,"01","Clarington",541254,103,"623042","64","455417","6","363033","3","297140","10","434092","16"
"398","01-2017",17,"01","Dufferin County",511814,29,"574857","18","422500","3","312000","1","162000","1","458950","6"
"399","01-2017",17,"01","Durham Region",608417,595,"686451","406","497338","43","343132","31","309049","37","501895","60"
"400","01-2017",17,"01","East Gwillimbury",852362,16,"878519","15","-","0","-","0","-","0","460000","1"
"401","01-2017",17,"01","Essa",449776,21,"477838","13","370000","1","-","0","-","0","370000","3"
"402","01-2017",17,"01","Georgina",592828,77,"604276","71","-","0","-","0","324000","1","484030","5"
"403","01-2017",17,"01","Halton Hills",648370,57,"709392","40","570000","2","430033","3","355833","3","581113","8"
